"Duxbury Public Schools","MA","412322","https://www.duxbury.k12.ma.us//Page/138","http://www.cleargov.com/massachusetts/school/duxbury/2015","Link","2900"
"Duxbury Public Schools","MA","412322","https://www.duxbury.k12.ma.us//Page/4179","http://www.cleargov.com/massachusetts/school/duxbury/2015","Link","2900"
"Duxbury Public Schools","MA","412322","https://www.duxbury.k12.ma.us//Page/1238","http://www.cleargov.com/massachusetts/school/duxbury/2015","Link","2900"
"Duxbury Public Schools","MA","412322","https://www.duxbury.k12.ma.us//Page/6213","http://www.cleargov.com/massachusetts/school/duxbury/2015","Link","2900"
"Duxbury Public Schools","MA","412322","https://www.duxbury.k12.ma.us//Page/8870","http://www.cleargov.com/massachusetts/school/duxbury/2015","Link","2900"
"Duxbury Public Schools","MA","412322","https://www.duxbury.k12.ma.us//Page/3412","http://www.cleargov.com/massachusetts/school/duxbury/2015","Link","2900"
"Duxbury Public Schools","MA","412322","https://www.duxbury.k12.ma.us//Page/1604","http://www.cleargov.com/massachusetts/school/duxbury/2015","Link","2900"
"Duxbury Public Schools","MA","412322","https://www.duxbury.k12.ma.us/","http://www.cleargov.com/massachusetts/school/duxbury/2015","Link","2900"
"Duxbury Public Schools","MA","412322","https://www.duxbury.k12.ma.us//Page/10220","http://www.cleargov.com/massachusetts/school/duxbury/2015","Link","2900"
"Duxbury Public Schools","MA","412322","https://www.duxbury.k12.ma.us//Page/3228","http://www.cleargov.com/massachusetts/school/duxbury/2015","Link","2900"
"Duxbury Public Schools","MA","412322","https://www.duxbury.k12.ma.us///www.duxbury.k12.ma.us/Page/2510","http://www.cleargov.com/massachusetts/school/duxbury/2015","Link","2900"
"Duxbury Public Schools","MA","412322","https://www.duxbury.k12.ma.us///www.duxbury.k12.ma.us/Page/2512","http://www.cleargov.com/massachusetts/school/duxbury/2015","Link","2900"
"Duxbury Public Schools","MA","412322","https://www.duxbury.k12.ma.us/Page/9682","http://www.cleargov.com/massachusetts/school/duxbury/2015","Link","2900"
"Duxbury Public Schools","MA","412322","https://www.duxbury.k12.ma.us/domain/57","http://www.cleargov.com/massachusetts/school/duxbury/2015","Link","2900"
"Duxbury Public Schools","MA","412322","https://www.duxbury.k12.ma.us/Page/127","http://www.cleargov.com/massachusetts/school/duxbury/2015","Link","2900"
"Duxbury Public Schools","MA","412322","https://www.duxbury.k12.ma.us/Page/5137","http://www.cleargov.com/massachusetts/school/duxbury/2015","Link","2900"
"East Bridgewater Public Schools","MA","412332","https://www.ebps.net/","NONE","NONE","818"
"East Fallowfield","PA","274142","https://www.eastfallowfield.org","https://eastfallowfield-pa.cleargov.com/2018","Link","94"
"East Fallowfield","PA","274142","https://www.eastfallowfield.org//index.php/newsflashes/1208-2019-calendar-of-events","https://eastfallowfield-pa.cleargov.com/2018","Link","94"
"East Fallowfield","PA","274142","https://www.eastfallowfield.org//index.php/reminders/1061-license-your-dog-in-pa-it-s-the-law","https://eastfallowfield-pa.cleargov.com/2018","Link","94"
"East Fallowfield","PA","274142","https://www.eastfallowfield.org//index.php/reminders/1048-republic-services-telephone-number","https://eastfallowfield-pa.cleargov.com/2018","Link","94"
"East Fallowfield","PA","274142","https://www.eastfallowfield.org//index.php/newsflashes/1189-east-fallowfield-township-seeking-junior-township-supervisors","https://eastfallowfield-pa.cleargov.com/2018","Link","94"
"East Fallowfield","PA","274142","https://www.eastfallowfield.org//index.php/latest-news-mainmenu-124/1203-press-release-2019-budget-adopted-with-no-tax-increase","https://eastfallowfield-pa.cleargov.com/2018","Link","94"
"East Fallowfield","PA","274142","https://www.eastfallowfield.org//index.php/reminders/1211-martin-luther-king-day-january-21-2019","https://eastfallowfield-pa.cleargov.com/2018","Link","94"
"East Fallowfield","PA","274142","https://www.eastfallowfield.org//index.php/newsflashes/1213-request-for-proposals-zoning-hearing-board-solicitor","https://eastfallowfield-pa.cleargov.com/2018","Link","94"
"East Fallowfield","PA","274142","https://www.eastfallowfield.org//index.php/newsflashes/1191-i-move-that-the-township-authorize-the-advertisement-of-the-intent-to-appoint-barbacane-thornton-as-its-auditor-to-be-considered-at-the-board-meeting-on-january-7-2019-as-well-as-to-advertise-the-organization-meeting-of-the-board-of-supervisors-for-6-00-p-m-on-january-7-2019-and-notice-of-the-elected-township-auditor-s-meeting-on-january-8-2018-at-6-00-p-m","https://eastfallowfield-pa.cleargov.com/2018","Link","94"
"East Fallowfield","PA","274142","https://www.eastfallowfield.org//index.php/newsflashes/1207-updates-on-trash-and-recycling-transition-january-8-2019","https://eastfallowfield-pa.cleargov.com/2018","Link","94"
"East Fallowfield","PA","274142","https://www.eastfallowfield.org//index.php/home-mainmenu-1/eft-calendar/124-recycling/599-recycling-east-side","https://eastfallowfield-pa.cleargov.com/2018","Link","94"
"East Fallowfield","PA","274142","https://www.eastfallowfield.org//index.php/newsflashes/1212-notice-of-non-payment-for-trash-service","https://eastfallowfield-pa.cleargov.com/2018","Link","94"
"East Fallowfield","PA","274142","https://www.eastfallowfield.org//index.php/newsflashes/1214-public-notice-for-hearing-for-proposed-billboards-electronic-signs-ordinance","https://eastfallowfield-pa.cleargov.com/2018","Link","94"
"East Fallowfield","PA","274142","https://www.eastfallowfield.org//index.php/reminders/1130-power-outages-during-storms","https://eastfallowfield-pa.cleargov.com/2018","Link","94"
"East Fallowfield","PA","274142","https://www.eastfallowfield.org//index.php/reminders/1101-use-occupancy-inspections-resale","https://eastfallowfield-pa.cleargov.com/2018","Link","94"
"East Fallowfield","PA","274142","https://www.eastfallowfield.org//index.php/newsflashes/1132-chester-county-emergency-services-10-things-to-remember-before-during-a-storm","https://eastfallowfield-pa.cleargov.com/2018","Link","94"
"East Fallowfield","PA","274142","https://www.eastfallowfield.org//index.php/community-life-mainmenu-117/school-life-mainmenu-60/1134-earn-money-to-help-school-pto-s","https://eastfallowfield-pa.cleargov.com/2018","Link","94"
"East Fallowfield","PA","274142","https://www.eastfallowfield.org//index.php/newsflashes/1180-fall-2018-township-newsletter","https://eastfallowfield-pa.cleargov.com/2018","Link","94"
"East Fallowfield","PA","274142","https://www.eastfallowfield.org//index.php/newsflashes/1185-chester-county-municipal-leaders-get-primer-on-ways-to-increase-tax-base","https://eastfallowfield-pa.cleargov.com/2018","Link","94"
"East Fallowfield","PA","274142","https://www.eastfallowfield.org//index.php/home-mainmenu-1/eft-calendar/126-chipping/804-chipping","https://eastfallowfield-pa.cleargov.com/2018","Link","94"
"East Fallowfield","PA","274142","https://www.eastfallowfield.org//index.php/component/weblinks/category/104-agricultural-security-area-apps-and-info?Itemid=23","https://eastfallowfield-pa.cleargov.com/2018","Link","94"
"East Quogue School District","NY","516342","https://www.eastquogue.k12.ny.us/","NONE","NONE","1"
"East Rockaway School District","NY","513192","https://www.eastrockawayschools.org/","NONE","NONE","1"
"Easton","MA","571","https://www.easton.ma.us/","ERROR","java.net.SocketException: Connection reset","1"
"Easton Public Schools","MA","412382","https://www.easton.k12.ma.us/","ERROR","javax.net.ssl.SSLHandshakeException: java.security.cert.CertificateException: No name matching www.easton.k12.ma.us found","1"
"Elgin","IL","579762","https://www.cityofelgin.org/","ERROR","javax.net.ssl.SSLHandshakeException: Remote host closed connection during handshake","1377"
"Esopus","NY","1660","https://www.esopus.com/","NONE","NONE","125"
"Fort Myers Beach","FL","2962","https://www.fortmyersbeachfl.gov/","NONE","NONE","2134"
"Fort Pierce","FL","2972","https://www.cityoffortpierce.com//504/Financial-Transparency-Portal","https://fortpierce.cleargov.com/","Link","456"
"Framingham","MA","583","https://www.framinghamma.gov//1482/How-Do-I","http://www.cleargov.com/massachusetts/middlesex/town/framingham","Link","3893"
"Framingham","MA","583","https://www.framinghamma.gov/2619/Financial-Transparency-Center","http://www.cleargov.com/massachusetts/middlesex/city/framingham/2018","Link","3893"
"Framingham","MA","583","https://www.framinghamma.gov//1743/Access","http://www.cleargov.com/massachusetts/middlesex/town/framingham","Link","3893"
"Framingham","MA","583","https://www.framinghamma.gov//1743/Access","http://www.cleargov.com/massachusetts/middlesex/town/framingham","Link","3893"
"Framingham","MA","583","https://www.framinghamma.gov//2468/Inauguration-Information","http://www.cleargov.com/massachusetts/middlesex/town/framingham","Link","3893"
"Framingham","MA","583","https://www.framinghamma.gov//2135/RCS-Learning-Center-Construction-Informa","http://www.cleargov.com/massachusetts/middlesex/town/framingham","Link","3893"
"Framingham","MA","583","https://www.framinghamma.gov//2619/Financial-Transparency-Center","http://www.cleargov.com/massachusetts/middlesex/city/framingham/2018","Link","3893"
"Framingham","MA","583","https://www.framinghamma.gov//2210/Budget-Central-Financial-Reports","https://www.cleargov.com/massachusetts/middlesex/city/framingham/2018","Link","3893"
"Framingham","MA","583","https://www.framinghamma.gov//2200/Financial-Transparency-Center","https://claim-civic.cleargov.com","Link","3893"
"Framingham","MA","583","https://www.framinghamma.gov//2200/Financial-Transparency-Center","https://claim-school.cleargov.com","Link","3893"
"Framingham","MA","583","https://www.framinghamma.gov//2200/Financial-Transparency-Center","http://blog.cleargov.com","Link","3893"
"Framingham","MA","583","https://www.framinghamma.gov//2200/Financial-Transparency-Center","https://www.cleargov.com/assets/js/main.vendor.min.js","Widget","3893"
"Framingham","MA","583","https://www.framinghamma.gov//2200/Financial-Transparency-Center","https://www.cleargov.com/assets/js/main.client.min.js","Widget","3893"
"Framingham","MA","583","https://www.framinghamma.gov//647/Finance-Division","https://www.cleargov.com/massachusetts/middlesex/city/framingham/2018","Link","3893"
"Framingham","MA","583","https://www.framinghamma.gov//2158/Your-Tax-Dollars-At-Work","https://claim-civic.cleargov.com","Link","3893"
"Framingham","MA","583","https://www.framinghamma.gov//2158/Your-Tax-Dollars-At-Work","https://claim-school.cleargov.com","Link","3893"
"Framingham","MA","583","https://www.framinghamma.gov//2158/Your-Tax-Dollars-At-Work","http://blog.cleargov.com","Link","3893"
"Framingham","MA","583","https://www.framinghamma.gov//2158/Your-Tax-Dollars-At-Work","https://www.cleargov.com/assets/js/main.vendor.min.js","Widget","3893"
"Framingham","MA","583","https://www.framinghamma.gov//2158/Your-Tax-Dollars-At-Work","https://www.cleargov.com/assets/js/main.client.min.js","Widget","3893"
"Framingham","MA","583","https://www.framinghamma.gov//1482","http://www.cleargov.com/massachusetts/middlesex/town/framingham","Link","3893"
"Framingham Public Schools","MA","412502","https://www.framingham.k12.ma.us","https://www.cleargov.com/massachusetts/school/framingham","Link","4211"
"Framingham Public Schools","MA","412502","https://www.framingham.k12.ma.us/Domain/4","https://www.cleargov.com/massachusetts/school/framingham","Link","4211"
"Framingham Public Schools","MA","412502","https://www.framingham.k12.ma.us//domain/81","http://www.cleargov.com/massachusetts/school/framingham/2015","Link","4211"
"Framingham Public Schools","MA","412502","https://www.framingham.k12.ma.us//domain/83","https://www.cleargov.com/massachusetts/school/framingham","Link","4211"
"Framingham Public Schools","MA","412502","https://www.framingham.k12.ma.us//Page/1","https://www.cleargov.com/massachusetts/school/framingham","Link","4211"
"Framingham Public Schools","MA","412502","https://www.framingham.k12.ma.us//domain/1461","http://www.cleargov.com/massachusetts/school/framingham/2015","Link","4211"
"Framingham Public Schools","MA","412502","https://www.framingham.k12.ma.us//domain/69","https://www.cleargov.com/massachusetts/school/framingham","Link","4211"
"Framingham Public Schools","MA","412502","https://www.framingham.k12.ma.us//Page/5223","https://www.cleargov.com/massachusetts/school/framingham","Link","4211"
"Framingham Public Schools","MA","412502","https://www.framingham.k12.ma.us//framingham","https://www.cleargov.com/massachusetts/school/framingham","Link","4211"
"Framingham Public Schools","MA","412502","https://www.framingham.k12.ma.us/domain/83","https://www.cleargov.com/massachusetts/school/framingham","Link","4211"
"Framingham Public Schools","MA","412502","https://www.framingham.k12.ma.us/Page/5264","https://www.cleargov.com/massachusetts/school/framingham","Link","4211"
"Framingham Public Schools","MA","412502","https://www.framingham.k12.ma.us//Page/6649","http://www.cleargov.com/massachusetts/school/framingham/2015","Link","4211"
"Framingham Public Schools","MA","412502","https://www.framingham.k12.ma.us//Page/8182","http://www.cleargov.com/massachusetts/school/framingham/2015","Link","4211"
"Framingham Public Schools","MA","412502","https://www.framingham.k12.ma.us//Page/4210","http://www.cleargov.com/massachusetts/school/framingham/2015","Link","4211"
"Framingham Public Schools","MA","412502","https://www.framingham.k12.ma.us//Page/5234","https://www.cleargov.com/massachusetts/school/framingham","Link","4211"
"Framingham Public Schools","MA","412502","https://www.framingham.k12.ma.us//Page/6669","https://www.cleargov.com/massachusetts/school/framingham","Link","4211"
"Framingham Public Schools","MA","412502","https://www.framingham.k12.ma.us//Page/6651","http://www.cleargov.com/massachusetts/school/framingham/2015","Link","4211"
"Framingham Public Schools","MA","412502","https://www.framingham.k12.ma.us//Page/6654","http://www.cleargov.com/massachusetts/school/framingham/2015","Link","4211"
"Framingham Public Schools","MA","412502","https://www.framingham.k12.ma.us//Page/8006","https://www.cleargov.com/massachusetts/school/framingham","Link","4211"
"Framingham Public Schools","MA","412502","https://www.framingham.k12.ma.us//Page/5052","http://www.cleargov.com/massachusetts/school/framingham/2015","Link","4211"
"Framingham Public Schools","MA","412502","https://www.framingham.k12.ma.us//Page/6655","http://www.cleargov.com/massachusetts/school/framingham/2015","Link","4211"
"Framingham Public Schools","MA","412502","https://www.framingham.k12.ma.us//Page/4157","http://www.cleargov.com/massachusetts/school/framingham/2015","Link","4211"
"Framingham Public Schools","MA","412502","https://www.framingham.k12.ma.us//Page/2573","https://www.cleargov.com/massachusetts/school/framingham","Link","4211"
"Framingham Public Schools","MA","412502","https://www.framingham.k12.ma.us//Page/2579","https://www.cleargov.com/massachusetts/school/framingham","Link","4211"
